Call Sign (String),Time Zone ID (String),Date (String),Temperature Sampled Low (°C),Temperature Sampled High (°C),Dew Point Sampled Low (°C),Dew Point Sampled High (°C),Wind Speed Min (kph),Wind Speed Max (kph),Gust Speed Max (kph),Wind Direction Dominant (degrees),Visibility Min (km),Visibility Max (km),Precipitation (mm),Snow Depth Max (mm),Pressure Altimeter Min (mbar),Pressure Altimeter Max (mbar),Min Cloud Layer Code (String),Min Cloud Layer Label (String),Max Cloud Layer Code (String),Max Cloud Layer Label (String),Weather Code 1 (String),Weather Label 1 (String),Weather Code 2 (String),Weather Label 2 (String),Weather Code 3 (String),Weather Label 3 (String),Weather Code 4 (String),Weather Label 4 (String),Weather Code 5 (String),Weather Label 5 (String),Weather Code 6 (String),Weather Label 6 (String),Weather Code 7 (String),Weather Label 7 (String),Weather Code 8 (String),Weather Label 8 (String),Weather Code 9 (String),Weather Label 9 (String),Weather Code 10 (String),Weather Label 10 (String),Weather Code 11 (String),Weather Label 11 (String),Weather Code 12 (String),Weather Label 12 (String)
VTSP,Asia/Bangkok,2017-12-13,23,32,21,23,0,12.96,,W,8,9,,,1010,1015,NSC,no significant cloud,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2017-12-14,24,31,22,24,0,16.67,,W,7,10,,,1010,1015,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2017-12-15,24,31,0,24,0,20.37,,NW,9,10,,,1010,1014,FEW,mostly clear,SCT,partly cloudy,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2017-12-16,24,32,21,24,0,18.52,37.04,W,5,10,,,1010,1015,FEW,mostly clear,BKN,mostly cloudy,TSRA,thunderstorm with rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2017-12-17,24,31,21,24,0,20.37,,E,8,10,,,1010,1015,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2017-12-18,25,30,19,29,9.26,25.93,40.74,E,8,10,,,1010,1014,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2017-12-19,23,29,17,19,5.56,24.08,51.86,E,9,10,,,1010,1014,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2017-12-20,22,29,16,28,11.11,181.5,50,E,8,10,,,1011,1015,NSC,no significant cloud,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2017-12-21,23,29,17,28,9.26,25.93,40.74,E,8,9,,,1010,1014,NSC,no significant cloud,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2017-12-22,23,28,18,20,3.7,14.82,,E,7,8,,,1009,1013,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2017-12-23,24,29,17,22,0,16.67,,E,7,8,,,1006,1011,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2017-12-24,22,31,20,23,0,20.37,,E,7,10,,,1006,1012,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2017-12-25,23,32,20,23,0,16.67,,E,8,9,,,1007,1012,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2017-12-26,24,31,18,20,0,20.37,,E,7,10,,,1007,1012,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2017-12-27,23,30,18,22,0,16.67,,E,9,10,,,1007,1012,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2017-12-28,23,31,20,23,0,22.22,37.04,E,8,10,,,1007,1012,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2017-12-29,26,31,21,23,0,18.52,,E,7,10,,,1008,1012,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,-TSRA,thunderstorm with light rain,RERA,recent rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2017-12-30,25,30,22,23,0,16.67,,E,5,10,,,1009,1012,FEW,mostly clear,BKN,mostly cloudy,RETSRA,recent thunderstorm with rain,TSRA,thunderstorm with rain,RA,rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2017-12-31,24,30,22,23,0,20.37,,E,7,10,,,1007,1011,FEW,mostly clear,BKN,mostly cloudy,RERA,recent rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-01-01,23,30,20,23,0,22.22,40.74,E,8,10,,,1006,1011,FEW,mostly clear,BKN,mostly cloudy,TSRA,thunderstorm with rain,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-01-02,24,31,20,22,0,25.93,,E,9,10,,,1006,1010,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-01-03,25,30,20,22,0,18.52,,E,7,10,,,1006,1011,FEW,mostly clear,BKN,mostly cloudy,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-01-04,25,31,21,22,0,25.93,,E,8,10,,,1006,1010,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-01-05,24,30,22,23,0,24.08,,E,8,10,,,1006,1010,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-01-06,24,32,21,24,0,18.52,,E,8,10,,,1005,1010,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,TS,thunderstorm,-RA,light rain,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-01-07,23,29,22,24,0,22.22,,E,2,10,,,1007,1011,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,+RA,heavy rain,RA,rain,RERA,recent rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-01-08,24,31,22,24,0,18.52,,W,8,10,,,1009,1012,FEW,mostly clear,BKN,mostly cloudy,RERA,recent rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-01-09,24,32,19,24,0,20.37,,E,3,10,,,1009,1015,FEW,mostly clear,BKN,mostly cloudy,TS,thunderstorm,+TSRA,thunderstorm with heavy rain,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-01-10,23,32,21,24,0,24.08,40.74,E,3,10,,,1010,1015,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,TS,thunderstorm,TSRA,thunderstorm with rain,RERA,recent rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-01-11,23,29,21,24,0,12.96,,E,1.5,10,,,1011,1015,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,TSRA,thunderstorm with rain,+RA,heavy rain,RA,rain,RERA,recent rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,
VTSP,Asia/Bangkok,2018-01-12,22,29,21,23,0,20.37,,E,3,10,,,1009,1014,FEW,mostly clear,BKN,mostly cloudy,+RA,heavy rain,RA,rain,RERA,recent rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-01-13,24,30,19,22,0,22.22,33.34,E,8,10,,,1009,1014,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-01-14,23,30,18,21,1.85,22.22,,E,8,9,,,1009,1014,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-01-15,24,30,19,21,0,18.52,,E,1,10,,,1008,1012,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
